Date,Product ID,Store ID,Stock Quantity,Reorder Needed
2023-09-25,P067,S015,73,No
2023-09-04,P026,S020,52,No
2023-07-18,P079,S047,125,No
2023-05-09,P026,S021,92,No
2023-08-06,P043,S011,70,No
2023-12-17,P023,S028,106,No
2023-01-29,P011,S025,73,No
2023-05-24,P012,S034,146,No
2023-10-25,P091,S010,115,No
2023-01-28,P085,S020,70,No
2023-05-02,P022,S007,100,No
2023-03-13,P043,S030,142,No
2023-07-05,P088,S035,42,No
2023-05-27,P042,S016,72,No
2023-10-06,P005,S007,12,Yes
2023-05-09,P091,S033,130,No
2023-05-21,P023,S041,1,Yes
2023-08-20,P004,S041,99,No
2023-05-13,P001,S050,85,No
2023-12-07,P037,S028,17,Yes
2023-01-16,P063,S034,137,No
2023-12-24,P080,S033,113,No
2023-08-21,P028,S033,72,No
2023-12-11,P072,S019,130,No
2023-03-04,P046,S032,56,No
2023-09-11,P053,S035,53,No
2023-01-13,P075,S038,46,No
2023-05-12,P060,S050,19,Yes
2023-07-21,P043,S046,120,No
2023-08-09,P019,S035,1,Yes
2023-08-03,P039,S027,146,No
2023-05-17,P010,S032,98,No
2023-05-14,P065,S011,89,No
2023-06-10,P031,S001,74,No
2023-09-25,P049,S010,16,Yes
2023-02-14,P030,S019,105,No
2023-01-17,P091,S026,71,No
2023-09-06,P015,S022,128,No
2023-08-14,P078,S049,91,No
2023-04-20,P082,S011,116,No
2023-12-29,P087,S050,146,No
2023-08-08,P051,S011,23,No
2023-09-08,P088,S040,133,No
2023-10-06,P017,S041,5,Yes
2023-04-17,P067,S019,30,No
2023-01-08,P026,S039,22,No
2023-07-29,P032,S020,106,No
2023-07-09,P072,S018,100,No
2023-05-28,P001,S025,12,Yes
2023-02-04,P001,S012,23,No
2023-07-13,P070,S011,132,No
2023-06-08,P076,S035,88,No
2023-04-25,P033,S018,37,No
2023-01-26,P037,S025,43,No
2023-05-06,P089,S016,127,No
2023-05-08,P043,S042,130,No
2023-08-06,P024,S003,54,No
2023-12-31,P085,S038,135,No
2023-12-18,P073,S036,67,No
2023-05-12,P046,S045,109,No
2023-10-19,P042,S025,24,No
2023-04-18,P089,S034,128,No
2023-06-19,P081,S019,88,No
2023-10-13,P073,S031,39,No
2023-03-08,P021,S002,61,No
2023-01-13,P041,S032,35,No
2023-02-28,P045,S027,113,No
2023-02-28,P067,S022,95,No
2023-09-14,P031,S037,135,No
2023-04-05,P012,S003,147,No
2023-10-03,P092,S011,145,No
2023-03-15,P070,S016,137,No
2023-07-04,P007,S050,18,Yes
2023-04-03,P098,S005,51,No
2023-09-03,P076,S045,4,Yes
2023-05-16,P091,S040,93,No
2023-10-05,P064,S030,150,No
2023-06-22,P093,S028,99,No
2023-08-18,P067,S047,134,No
2023-12-18,P047,S001,71,No
2023-08-11,P022,S017,49,No
2023-03-07,P058,S040,127,No
2023-04-03,P066,S014,122,No
2023-01-23,P013,S025,4,Yes
2023-08-11,P069,S043,62,No
2023-05-11,P098,S015,38,No
2023-01-07,P099,S020,25,No
2023-10-22,P027,S013,26,No
2023-05-24,P009,S021,15,Yes
2023-12-23,P069,S043,124,No
2023-08-25,P069,S003,58,No
2023-04-12,P053,S002,54,No
2023-07-27,P067,S003,97,No
2023-08-05,P043,S001,0,Yes
2023-10-18,P011,S023,18,Yes
2023-01-27,P069,S007,68,No
2023-12-17,P030,S042,31,No
2023-12-03,P007,S034,143,No
2023-10-28,P057,S025,37,No
2023-07-17,P053,S006,11,Yes
2023-05-03,P091,S007,106,No
2023-08-20,P078,S035,94,No
2023-03-29,P045,S037,25,No
2023-12-26,P061,S020,74,No
2023-03-03,P049,S016,60,No
2023-12-28,P070,S044,75,No
2023-04-13,P046,S029,72,No
2023-06-06,P096,S033,2,Yes
2023-04-16,P015,S039,84,No
2023-12-10,P009,S042,44,No
2023-08-23,P081,S012,91,No
2023-04-25,P069,S049,133,No
2023-09-09,P060,S032,3,Yes
2023-10-21,P056,S033,7,Yes
2023-05-23,P098,S028,31,No
2023-02-26,P014,S006,10,Yes
2023-05-21,P041,S004,144,No
2023-12-30,P025,S014,7,Yes
2023-03-22,P075,S013,144,No
2023-04-07,P099,S011,132,No
2023-02-26,P009,S029,139,No
2023-09-22,P025,S024,134,No
2023-01-31,P065,S041,98,No
2023-01-30,P028,S002,136,No
2023-07-15,P029,S001,89,No
2023-08-20,P005,S044,25,No
2023-09-26,P083,S049,143,No
2023-11-12,P009,S032,24,No
2023-09-22,P049,S003,133,No
2023-10-06,P067,S038,117,No
2023-04-26,P011,S019,107,No
2023-07-23,P036,S009,58,No
2023-07-05,P044,S012,127,No
2023-01-22,P047,S035,109,No
2023-07-31,P074,S030,84,No
2023-12-17,P095,S047,134,No
2023-06-30,P086,S015,125,No
2023-05-03,P003,S038,21,No
2023-01-12,P068,S021,59,No
2023-10-19,P011,S003,132,No
2023-07-02,P082,S002,64,No
2023-10-17,P066,S024,82,No
2023-02-17,P070,S021,44,No
2023-02-06,P079,S033,108,No
2023-01-24,P040,S004,109,No
2023-03-11,P067,S004,91,No
2023-03-13,P061,S041,94,No
2023-09-19,P072,S035,147,No
2023-05-22,P051,S044,10,Yes
2023-03-07,P023,S040,109,No
2023-01-06,P024,S028,66,No
2023-12-13,P021,S007,76,No
2023-08-24,P086,S027,149,No
2023-11-23,P060,S026,143,No
2023-07-01,P052,S048,64,No
2023-03-28,P021,S006,123,No
2023-02-21,P071,S011,89,No
2023-06-07,P039,S043,134,No
2023-02-05,P075,S044,144,No
2023-08-20,P096,S029,84,No
2023-03-18,P058,S001,19,Yes
2023-06-13,P029,S049,115,No
2023-04-21,P096,S016,146,No
2023-11-20,P070,S017,98,No
2023-10-24,P005,S014,84,No
2023-07-21,P079,S042,77,No
2023-05-11,P009,S035,105,No
2023-09-01,P084,S019,146,No
2023-05-15,P091,S030,66,No
2023-10-20,P041,S031,33,No
2023-06-18,P027,S037,55,No
2023-05-10,P095,S041,128,No
2023-12-11,P025,S045,14,Yes
2023-07-05,P064,S038,30,No
2023-05-22,P081,S007,111,No
2023-09-15,P002,S044,143,No
2023-07-31,P068,S003,47,No
2023-12-30,P027,S040,45,No
2023-12-08,P096,S012,51,No
2023-02-17,P013,S047,133,No
2023-01-31,P025,S032,69,No
2023-10-18,P093,S036,74,No
2023-01-27,P021,S040,141,No
2023-10-11,P004,S025,124,No
2023-04-24,P011,S043,68,No
2023-11-01,P073,S031,89,No
2023-03-21,P075,S012,131,No
2023-03-27,P049,S006,117,No
2023-05-26,P019,S050,140,No
2023-03-06,P022,S021,5,Yes
2023-05-13,P066,S042,50,No
2023-04-23,P069,S022,91,No
2023-05-04,P045,S041,125,No
2023-08-01,P077,S036,25,No
2023-08-04,P070,S001,143,No
2023-12-08,P098,S002,70,No
2023-10-15,P005,S014,108,No
2023-12-24,P005,S009,150,No
2023-01-30,P015,S037,42,No
2023-10-22,P019,S036,57,No
2023-07-21,P005,S043,39,No
2023-03-07,P082,S044,0,Yes
2023-09-01,P019,S015,21,No
2023-09-09,P053,S004,95,No
2023-02-24,P080,S041,13,Yes
2023-10-15,P082,S017,44,No
2023-02-04,P087,S006,63,No
2023-08-05,P092,S007,65,No
2023-05-12,P064,S014,138,No
2023-10-04,P007,S005,139,No
2023-09-03,P016,S015,101,No
2023-03-09,P004,S019,128,No
2023-01-17,P050,S023,82,No
2023-07-30,P009,S003,48,No
2023-09-06,P069,S045,99,No
2023-02-21,P048,S032,119,No
2023-02-13,P064,S019,118,No
2023-07-02,P095,S015,139,No
2023-01-19,P039,S017,123,No
2023-06-20,P099,S036,66,No
2023-05-14,P011,S013,142,No
2023-07-29,P028,S047,97,No
2023-07-26,P077,S018,109,No
2023-02-05,P043,S018,49,No
2023-06-28,P009,S013,128,No
2023-09-25,P064,S017,63,No
2023-06-08,P074,S050,18,Yes
2023-07-23,P062,S020,112,No
2023-07-16,P055,S045,9,Yes
2023-09-30,P051,S030,6,Yes
2023-11-21,P011,S014,39,No
2023-07-05,P033,S020,25,No
2023-01-30,P031,S041,98,No
2023-04-09,P058,S001,33,No
2023-07-06,P098,S017,64,No
2023-03-26,P079,S046,55,No
2023-04-22,P016,S012,150,No
2023-11-30,P100,S015,4,Yes
2023-01-07,P043,S022,127,No
2023-08-10,P085,S016,103,No
2023-11-03,P067,S005,111,No
2023-10-06,P077,S009,138,No
2023-11-16,P063,S012,60,No
2023-02-28,P016,S009,140,No
2023-07-04,P048,S037,134,No
2023-05-20,P074,S013,31,No
2023-06-25,P080,S009,74,No
2023-11-16,P049,S036,45,No
2023-01-06,P015,S006,109,No
2023-10-06,P055,S014,91,No
2023-02-11,P028,S022,20,No
2023-06-17,P053,S044,37,No
2023-06-28,P021,S019,78,No
2023-10-20,P091,S045,144,No
2023-12-19,P006,S033,109,No
2023-06-05,P050,S015,124,No
2023-01-20,P015,S046,64,No
2023-11-06,P095,S017,28,No
2023-09-12,P051,S008,36,No
2023-12-29,P042,S047,135,No
2023-12-13,P074,S016,21,No
2023-11-27,P021,S036,11,Yes
2023-08-01,P098,S010,43,No
2023-07-03,P094,S007,56,No
2023-04-09,P100,S043,63,No
2023-01-20,P051,S005,24,No
2023-06-30,P053,S015,54,No
2023-05-28,P054,S034,108,No
2023-12-04,P037,S035,121,No
2023-09-16,P076,S046,35,No
2023-07-09,P015,S016,106,No
2023-10-25,P076,S025,73,No
2023-05-11,P077,S043,35,No
2023-02-17,P049,S012,93,No
2023-02-25,P091,S036,142,No
2023-01-14,P074,S050,127,No
2023-09-17,P061,S049,38,No
2023-12-25,P010,S017,139,No
2023-08-24,P070,S004,118,No
2023-08-04,P021,S014,9,Yes
2023-11-10,P082,S015,30,No
2023-12-21,P027,S044,134,No
2023-09-09,P029,S036,9,Yes
2023-08-14,P098,S016,110,No
2023-05-17,P034,S045,3,Yes
2023-08-02,P090,S005,34,No
2023-07-03,P095,S044,102,No
2023-12-29,P042,S003,40,No
2023-07-08,P073,S039,74,No
2023-02-01,P044,S048,35,No
2023-02-07,P025,S022,113,No
2023-01-22,P017,S032,42,No
2023-03-30,P076,S022,59,No
2023-01-02,P089,S020,116,No
2023-02-20,P043,S011,61,No
2023-11-13,P016,S020,86,No
2023-07-13,P066,S011,20,No
2023-04-30,P023,S026,131,No
2023-05-05,P080,S036,50,No
2023-07-05,P045,S024,18,Yes
2023-10-20,P033,S035,80,No
2023-12-09,P057,S028,145,No
2023-11-20,P067,S034,120,No
2023-08-21,P077,S050,8,Yes
2023-12-15,P005,S049,75,No
2023-02-12,P086,S008,117,No
2023-07-28,P017,S016,38,No
2023-07-02,P012,S036,36,No
2023-03-26,P073,S032,91,No
2023-11-22,P089,S005,89,No
2023-09-16,P044,S041,42,No
2023-03-03,P092,S047,3,Yes
2023-04-02,P071,S009,111,No
2023-06-14,P096,S034,46,No
2023-01-13,P017,S029,132,No
2023-09-08,P015,S026,89,No
2023-05-18,P099,S036,81,No
2023-09-12,P059,S023,96,No
2023-08-14,P016,S036,103,No
2023-10-03,P056,S005,58,No
2023-07-09,P005,S007,16,Yes
2023-10-11,P019,S008,60,No
2023-07-15,P024,S040,83,No
2023-07-28,P081,S013,10,Yes
2023-05-10,P078,S013,122,No
2023-09-10,P098,S005,86,No
2023-01-04,P039,S002,134,No
2023-07-02,P100,S013,144,No
2023-04-20,P053,S007,95,No
2023-03-22,P072,S046,27,No
2023-09-21,P065,S024,79,No
2023-09-14,P047,S047,84,No
2023-01-16,P097,S040,63,No
2023-04-04,P029,S047,113,No
2023-11-18,P092,S025,81,No
2023-07-06,P085,S019,7,Yes
2023-01-22,P095,S023,122,No
2023-02-24,P077,S014,122,No
2023-04-19,P014,S018,33,No
2023-05-19,P081,S002,10,Yes
2023-08-26,P050,S035,40,No
2023-11-07,P083,S029,109,No
2023-07-22,P018,S011,6,Yes
2023-03-25,P035,S021,95,No
2023-09-14,P046,S032,42,No
2023-11-29,P017,S013,67,No
2023-07-19,P055,S007,49,No
2023-07-12,P022,S006,59,No
2023-11-11,P046,S009,102,No
2023-06-13,P019,S012,79,No
2023-09-28,P096,S010,64,No
2023-01-19,P043,S021,21,No
2023-12-06,P037,S005,59,No
2023-04-18,P034,S048,138,No
2023-11-02,P042,S018,80,No
2023-07-02,P060,S026,42,No
2023-03-13,P080,S044,32,No
2023-02-02,P007,S012,38,No
2023-11-15,P087,S009,79,No
2023-07-11,P088,S035,106,No
2023-04-28,P025,S038,64,No
2023-11-09,P008,S009,94,No
2023-09-03,P046,S025,48,No
2023-04-06,P054,S009,17,Yes
2023-11-05,P007,S045,144,No
2023-12-30,P089,S021,141,No
2023-10-15,P039,S041,139,No
2023-11-24,P026,S007,29,No
2023-04-09,P071,S025,21,No
2023-10-11,P055,S048,124,No
2023-09-19,P040,S002,97,No
2023-08-06,P085,S032,116,No
2023-05-06,P096,S044,19,Yes
2023-05-09,P074,S009,125,No
2023-04-29,P021,S016,20,No
2023-05-03,P008,S049,86,No
2023-07-04,P024,S037,16,Yes
2023-10-05,P078,S037,114,No
2023-08-13,P025,S043,66,No
2023-08-26,P037,S035,34,No
2023-05-08,P088,S039,37,No
2023-07-05,P004,S016,124,No
2023-08-22,P090,S046,121,No
2023-10-15,P056,S027,35,No
2023-08-07,P095,S049,20,No
2023-12-27,P021,S015,140,No
2023-03-19,P035,S046,93,No
2023-03-29,P079,S038,69,No
2023-01-09,P006,S048,128,No
2023-09-06,P058,S041,119,No
2023-03-31,P019,S033,2,Yes
2023-08-21,P054,S041,121,No
2023-07-30,P010,S017,74,No
2023-05-05,P009,S032,122,No
2023-11-03,P055,S001,84,No
2023-09-22,P091,S028,36,No
2023-08-15,P002,S027,59,No
2023-08-09,P002,S014,68,No
2023-05-22,P045,S021,5,Yes
2023-12-09,P052,S048,55,No
2023-10-15,P062,S018,150,No
2023-07-23,P043,S048,36,No
2023-01-29,P056,S046,83,No
2023-11-28,P045,S049,110,No
2023-05-08,P044,S044,88,No
2023-11-13,P093,S014,36,No
2023-06-16,P076,S039,14,Yes
2023-04-08,P028,S028,61,No
2023-07-23,P098,S028,74,No
2023-04-03,P072,S004,113,No
2023-03-01,P072,S019,83,No
2023-11-02,P006,S044,36,No
2023-01-04,P023,S041,17,Yes
2023-12-29,P085,S027,140,No
2023-02-22,P021,S042,101,No
2023-09-23,P035,S043,14,Yes
2023-12-06,P030,S030,94,No
2023-04-06,P065,S049,102,No
2023-01-05,P009,S050,66,No
2023-03-27,P083,S012,84,No
2023-01-29,P062,S043,144,No
2023-01-09,P076,S041,91,No
2023-03-11,P095,S024,62,No
2023-08-16,P047,S026,118,No
2023-08-27,P088,S021,136,No
2023-09-05,P008,S035,135,No
2023-12-09,P041,S035,9,Yes
2023-03-02,P084,S003,24,No
2023-03-21,P072,S009,32,No
2023-10-28,P065,S001,21,No
2023-08-30,P050,S035,113,No
2023-04-01,P068,S050,132,No
2023-01-11,P057,S025,21,No
2023-07-07,P041,S050,9,Yes
2023-08-22,P050,S045,42,No
2023-04-11,P090,S041,143,No
2023-03-07,P071,S046,51,No
2023-01-26,P034,S035,33,No
2023-12-22,P068,S029,61,No
2023-08-29,P054,S041,135,No
2023-01-14,P009,S025,2,Yes
2023-12-12,P019,S032,97,No
2023-06-25,P081,S007,6,Yes
2023-03-01,P078,S013,18,Yes
2023-06-18,P080,S011,20,No
2023-07-03,P009,S017,98,No
2023-05-15,P070,S001,113,No
2023-03-24,P098,S043,86,No
2023-07-06,P068,S050,18,Yes
2023-04-15,P090,S020,54,No
2023-02-22,P051,S011,70,No
2023-06-22,P099,S026,103,No
2023-08-23,P086,S029,141,No
2023-04-14,P033,S037,118,No
2023-07-02,P091,S049,16,Yes
2023-04-21,P029,S020,81,No
2023-05-15,P051,S011,58,No
2023-03-08,P046,S003,20,No
2023-11-01,P047,S030,24,No
2023-11-26,P087,S036,137,No
2023-11-25,P060,S040,81,No
2023-08-19,P092,S007,76,No
2023-07-26,P056,S050,45,No
2023-02-23,P063,S013,147,No
2023-08-25,P007,S026,143,No
2023-06-25,P021,S014,143,No
2023-05-17,P021,S008,102,No
2023-01-17,P089,S032,109,No
2023-11-20,P087,S001,117,No
2023-03-07,P030,S045,19,Yes
2023-09-05,P047,S016,67,No
2023-04-12,P022,S047,38,No
2023-02-20,P046,S035,19,Yes
2023-07-28,P059,S007,114,No
2023-08-30,P008,S042,142,No
2023-02-08,P042,S019,111,No
2023-03-22,P072,S002,35,No
2023-12-06,P010,S028,54,No
2023-03-05,P051,S001,36,No
2023-06-30,P024,S025,15,Yes
2023-02-06,P072,S046,5,Yes
2023-09-20,P057,S028,1,Yes
2023-01-09,P010,S035,55,No
2023-03-03,P046,S010,120,No
2023-04-10,P082,S026,121,No
2023-11-04,P020,S006,129,No
2023-04-14,P038,S012,61,No
2023-02-08,P094,S023,39,No
2023-02-16,P043,S041,35,No
2023-04-18,P098,S047,121,No
2023-01-06,P045,S040,36,No
2023-07-19,P099,S014,60,No
2023-09-28,P029,S038,25,No
2023-07-12,P047,S041,22,No
2023-12-28,P019,S044,131,No
2023-11-02,P086,S011,38,No
2023-07-27,P012,S012,49,No
2023-03-02,P087,S033,125,No
2023-01-19,P075,S038,41,No
2023-01-20,P032,S046,45,No
2023-07-15,P031,S019,109,No
2023-07-14,P021,S002,16,Yes
2023-08-18,P028,S027,46,No
2023-07-13,P089,S005,121,No
2023-12-22,P053,S047,112,No
2023-10-07,P086,S002,69,No
2023-01-19,P094,S001,23,No
2023-12-11,P100,S032,53,No
2023-02-13,P044,S038,35,No
2023-03-23,P063,S005,32,No
2023-01-26,P079,S027,23,No
2023-09-08,P052,S030,86,No
2023-08-23,P098,S043,45,No
2023-01-03,P007,S008,49,No
2023-08-12,P004,S005,45,No
2023-01-16,P083,S035,112,No
2023-01-25,P075,S039,72,No
2023-07-24,P017,S023,33,No
2023-03-02,P003,S012,146,No
2023-09-12,P008,S031,96,No
2023-05-15,P074,S033,116,No
2023-06-21,P042,S046,126,No
2023-11-04,P013,S042,109,No
2023-12-11,P013,S023,80,No
2023-10-06,P028,S006,93,No
2023-09-06,P032,S006,11,Yes
2023-08-13,P035,S040,33,No
2023-01-29,P034,S031,30,No
2023-08-10,P032,S022,11,Yes
2023-11-18,P086,S007,22,No
2023-07-09,P061,S003,19,Yes
2023-12-30,P032,S011,108,No
2023-03-12,P087,S043,2,Yes
2023-03-17,P055,S014,144,No
2023-03-08,P060,S019,88,No
2023-08-04,P056,S040,57,No
2023-01-21,P007,S014,107,No
2023-09-24,P063,S050,118,No
2023-06-26,P020,S038,59,No
2023-09-27,P036,S043,118,No
2023-01-16,P004,S002,17,Yes
2023-03-17,P044,S018,124,No
2023-12-13,P035,S017,104,No
2023-07-13,P091,S030,11,Yes
2023-02-22,P009,S002,132,No
2023-05-03,P054,S050,21,No
2023-08-25,P017,S048,149,No
2023-04-21,P001,S012,22,No
2023-11-08,P097,S033,93,No
2023-01-23,P080,S045,6,Yes
2023-02-20,P080,S007,54,No
2023-10-13,P088,S049,44,No
2023-11-16,P090,S036,107,No
2023-07-04,P003,S036,21,No
2023-06-15,P097,S028,138,No
2023-04-18,P073,S045,30,No
2023-09-21,P077,S006,10,Yes
2023-02-28,P043,S034,140,No
2023-02-26,P049,S031,121,No
2023-08-25,P096,S034,137,No
2023-04-05,P004,S020,36,No
2023-04-28,P028,S046,120,No
2023-06-02,P073,S015,135,No
2023-05-10,P091,S012,39,No
2023-04-09,P025,S001,128,No
2023-08-11,P097,S034,3,Yes
2023-06-01,P058,S030,66,No
2023-03-19,P047,S001,50,No
2023-11-09,P073,S026,45,No
2023-06-29,P011,S005,67,No
2023-07-18,P027,S008,112,No
2023-02-21,P009,S021,104,No
2023-04-20,P062,S003,95,No
2023-10-04,P066,S012,96,No
2023-02-24,P081,S048,86,No
2023-03-09,P048,S026,139,No
2023-04-25,P048,S042,28,No
2023-04-25,P061,S041,149,No
2023-11-21,P017,S021,120,No
2023-05-17,P063,S037,115,No
2023-08-28,P097,S024,126,No
2023-09-15,P005,S025,122,No
2023-06-10,P043,S042,134,No
2023-10-03,P005,S024,30,No
2023-03-21,P062,S025,50,No
2023-11-12,P098,S004,132,No
2023-10-13,P033,S030,111,No
2023-09-30,P075,S047,134,No
2023-12-25,P019,S035,106,No
2023-09-10,P069,S044,127,No
2023-09-18,P079,S032,56,No
2023-12-24,P056,S030,75,No
2023-10-11,P031,S049,98,No
2023-05-24,P044,S016,19,Yes
2023-09-04,P065,S022,9,Yes
2023-11-17,P051,S011,86,No
2023-11-06,P031,S012,140,No
2023-04-23,P100,S002,104,No
2023-02-25,P004,S006,93,No
2023-08-06,P084,S029,118,No
2023-02-06,P038,S005,130,No
2023-10-30,P096,S050,125,No
2023-07-27,P055,S011,68,No
2023-05-25,P055,S021,40,No
2023-01-19,P011,S006,125,No
2023-08-20,P071,S048,136,No
2023-12-03,P095,S028,25,No
2023-05-24,P078,S024,124,No
2023-04-30,P089,S038,16,Yes
2023-03-27,P066,S031,118,No
2023-06-29,P001,S003,67,No
2023-12-16,P053,S028,90,No
2023-05-24,P033,S009,141,No
2023-03-27,P078,S032,113,No
2023-12-05,P036,S031,107,No
2023-11-18,P089,S009,67,No
2023-06-03,P009,S032,22,No
2023-06-17,P014,S041,24,No
2023-02-14,P008,S005,148,No
2023-04-14,P061,S003,112,No
2023-05-19,P056,S036,47,No
2023-07-07,P016,S034,121,No
2023-12-31,P037,S024,88,No
2023-09-21,P043,S039,144,No
2023-08-26,P092,S006,148,No
2023-09-05,P058,S035,62,No
2023-10-18,P006,S005,117,No
2023-11-27,P016,S030,15,Yes
2023-02-11,P096,S022,80,No
2023-11-06,P072,S023,63,No
2023-01-03,P065,S001,12,Yes
2023-08-10,P046,S024,75,No
2023-03-02,P096,S027,45,No
2023-08-14,P086,S005,26,No
2023-07-15,P064,S038,111,No
2023-11-26,P073,S038,15,Yes
2023-09-25,P062,S003,123,No
2023-09-15,P015,S048,90,No
2023-08-24,P047,S033,140,No
2023-07-27,P069,S003,45,No
2023-10-28,P019,S048,44,No
2023-06-01,P088,S042,134,No
2023-01-10,P076,S046,115,No
2023-04-04,P044,S044,148,No
2023-06-04,P028,S020,117,No
2023-07-16,P041,S007,148,No
2023-10-09,P046,S027,125,No
2023-07-01,P037,S038,60,No
2023-01-13,P004,S014,148,No
2023-10-11,P020,S035,87,No
2023-12-13,P047,S008,127,No
2023-07-10,P001,S004,7,Yes
2023-02-18,P061,S014,106,No
2023-11-17,P070,S049,62,No
2023-12-07,P099,S038,147,No
2023-11-28,P081,S023,115,No
2023-10-10,P089,S027,134,No
2023-07-09,P041,S014,103,No
2023-09-02,P026,S018,29,No
2023-09-16,P066,S027,73,No
2023-04-07,P091,S037,126,No
2023-05-23,P071,S038,105,No
2023-09-22,P028,S046,66,No
2023-01-19,P085,S010,38,No
2023-04-10,P048,S045,10,Yes
2023-02-11,P079,S002,50,No
2023-04-06,P070,S010,21,No
2023-12-15,P005,S020,13,Yes
2023-11-24,P085,S014,10,Yes
2023-01-11,P078,S017,135,No
2023-11-11,P013,S040,109,No
2023-06-07,P016,S018,79,No
2023-04-02,P002,S014,108,No
2023-12-28,P014,S012,61,No
2023-07-10,P033,S048,90,No
2023-11-15,P041,S023,115,No
2023-03-02,P062,S014,39,No
2023-06-19,P044,S001,19,Yes
2023-04-02,P085,S038,125,No
2023-02-03,P098,S014,30,No
2023-09-11,P049,S040,150,No
2023-06-08,P012,S023,104,No
2023-06-08,P085,S042,37,No
2023-10-23,P034,S030,95,No
2023-11-06,P005,S013,78,No
2023-02-18,P081,S037,31,No
2023-01-27,P028,S012,86,No
2023-11-24,P088,S040,60,No
2023-01-07,P011,S049,150,No
2023-01-03,P083,S034,46,No
2023-05-15,P097,S014,85,No
2023-12-03,P070,S040,136,No
2023-09-08,P033,S024,105,No
2023-05-30,P076,S048,20,No
2023-09-11,P093,S007,27,No
2023-03-13,P057,S033,136,No
2023-06-24,P060,S046,11,Yes
2023-08-29,P001,S044,31,No
2023-08-03,P023,S019,68,No
2023-12-04,P035,S001,37,No
2023-06-20,P037,S026,3,Yes
2023-07-29,P078,S047,41,No
2023-04-04,P031,S016,125,No
2023-11-11,P055,S033,2,Yes
2023-12-08,P077,S030,146,No
2023-07-25,P083,S029,72,No
2023-01-02,P013,S019,57,No
2023-12-26,P045,S030,23,No
2023-01-22,P005,S014,22,No
2023-07-22,P033,S028,133,No
2023-04-26,P076,S020,77,No
2023-03-18,P007,S041,57,No
2023-11-13,P086,S013,61,No
2023-12-17,P034,S002,13,Yes
2023-08-05,P050,S020,56,No
2023-03-17,P017,S004,10,Yes
2023-11-25,P099,S032,122,No
2023-11-22,P018,S035,54,No
2023-02-08,P028,S026,51,No
2023-11-15,P002,S011,64,No
2023-01-25,P049,S007,127,No
2023-08-02,P051,S005,122,No
2023-06-26,P080,S002,94,No
2023-12-01,P015,S009,144,No
2023-02-12,P075,S018,101,No
2023-01-29,P023,S009,43,No
2023-10-25,P013,S043,9,Yes
2023-03-19,P047,S044,57,No
2023-03-08,P089,S047,81,No
2023-05-24,P042,S024,92,No
2023-11-11,P087,S043,130,No
2023-02-09,P046,S034,22,No
2023-07-16,P059,S037,76,No
2023-09-14,P087,S019,106,No
2023-07-15,P018,S031,40,No
2023-08-31,P056,S014,51,No
2023-05-03,P056,S031,89,No
2023-04-27,P090,S032,89,No
2023-08-16,P042,S024,111,No
2023-12-20,P091,S027,138,No
2023-10-17,P046,S036,10,Yes
2023-08-19,P070,S044,34,No
2023-09-22,P033,S040,140,No
2023-11-16,P016,S006,51,No
2023-10-17,P005,S011,58,No
2023-04-12,P078,S003,139,No
2023-01-20,P078,S007,57,No
2023-03-16,P082,S011,9,Yes
2023-02-16,P076,S017,82,No
2023-11-14,P001,S036,57,No
2023-11-19,P046,S036,90,No
2023-01-04,P050,S018,111,No
2023-05-15,P001,S003,51,No
2023-08-21,P035,S023,92,No
2023-06-12,P032,S020,49,No
2023-12-18,P048,S043,66,No
2023-05-16,P052,S011,74,No
2023-09-01,P011,S040,106,No
2023-12-29,P031,S001,42,No
2023-12-02,P034,S048,37,No
2023-08-17,P062,S014,42,No
2023-03-28,P065,S006,21,No
2023-05-06,P037,S043,74,No
2023-02-01,P001,S041,118,No
2023-02-07,P017,S009,63,No
2023-04-20,P019,S008,119,No
2023-10-02,P041,S005,34,No
2023-05-07,P077,S047,122,No
2023-07-14,P050,S036,91,No
2023-03-29,P090,S016,120,No
2023-10-26,P049,S033,23,No
2023-07-14,P038,S029,89,No
2023-12-21,P018,S031,128,No
2023-02-23,P011,S014,82,No
2023-07-25,P086,S006,2,Yes
2023-10-13,P086,S028,80,No
2023-08-11,P034,S038,7,Yes
2023-11-09,P052,S010,60,No
2023-09-07,P061,S039,81,No
2023-01-08,P063,S041,86,No
2023-12-09,P067,S018,137,No
2023-01-26,P099,S028,32,No
2023-10-05,P041,S039,124,No
2023-03-26,P017,S045,6,Yes
2023-11-16,P085,S031,85,No
2023-06-19,P018,S043,43,No
2023-02-16,P074,S047,116,No
2023-04-19,P062,S014,7,Yes
2023-07-22,P015,S014,82,No
2023-07-05,P087,S020,118,No
2023-08-11,P100,S002,86,No
2023-12-04,P002,S042,99,No
2023-10-22,P062,S031,20,No
2023-09-18,P018,S011,9,Yes
2023-07-19,P075,S033,78,No
2023-11-16,P089,S032,73,No
2023-12-02,P010,S050,128,No
2023-11-03,P032,S018,46,No
2023-03-11,P085,S037,79,No
2023-03-14,P076,S019,89,No
2023-10-13,P021,S045,100,No
2023-06-14,P021,S039,101,No
2023-09-19,P062,S034,124,No
2023-11-27,P002,S034,121,No
2023-10-11,P031,S027,116,No
2023-02-03,P066,S008,69,No
2023-03-10,P050,S007,138,No
2023-07-05,P098,S046,39,No
2023-11-01,P010,S039,106,No
2023-07-22,P091,S011,19,Yes
