Transaction Date,Product Ref,StoreCode,Cust-ID,Qty,UnitPrice,DiscountRate,TotalRevenue,Channel Used
"Sep 25, 2023",p014,S022 ,C0028,6,31.54,10%,€170.32,in-store
"Nov 27, 2023",p061,S009 ,C0062,3,123.3,0%,369.9 USD,Wholesale
2023-06-21,p057,S017 ,C0057,5,324.06,15%,1377.25 USD,in-store
09/05/2023,p087,S005 ,C0066,6,313.36,0%,1880.16 USD,Wholesale
"Nov 13, 2023",p098,S011 ,C0060,8,478.38,5%,€3635.69,online 
14/02/2023,p085,S011 ,C0006,5,129.71,10%,$583.70,in-store
2023-10-03,p051,S004 ,C0048,8,305.29,15%,€2075.97,web
2023-08-20,p053,S034 ,C0060,2,377.91,0%,€755.82,online 
"Jun 17, 2023",p097,S046 ,C0074,4,344.85,0%,1379.4 USD,web
2023-09-18,p022,S015 ,C0033,4,350.47,0%,1401.88 USD,in-store
03/01/2023,p028,S033 ,C0042,3,269.74,0%,€809.22,online 
"Jun 24, 2023",p059,S033 ,C0027,7,104.33,5%,693.79 USD,online 
"May 17, 2023",p013,S036 ,C0033,3,70.8,15%,€180.54,web
09/06/2023,p091,S029 ,C0090,6,165.42,0%,$992.52,Wholesale
18/06/2023,p092,S010 ,C0012,7,407.28,0%,$2850.96,online 
24/11/2023,p089,S031 ,C0060,1,73.45,5%,€69.78,in-store
2023-08-07,p068,S007 ,C0078,3,185.0,5%,€527.25,web
25/11/2023,p067,S043 ,C0060,3,208.41,15%,€531.45,Wholesale
"Mar 26, 2023",p053,S050 ,C0057,5,479.84,10%,$2159.28,web
31/08/2023,p047,S019 ,C0071,8,63.77,15%,$433.64,online 
2023-09-28,p066,S044 ,C0043,7,81.19,10%,511.5 USD,Wholesale
"Apr 26, 2023",p059,S046 ,C0013,7,118.89,0%,832.23 USD,online 
"Feb 22, 2023",p080,S043 ,C0086,3,39.06,15%,€99.6,web
"May 10, 2023",p019,S039 ,C0087,5,42.74,0%,213.7 USD,in-store
"Jul 01, 2023",p085,S001 ,C0099,3,408.8,0%,1226.4 USD,Wholesale
2023-01-05,p005,S045 ,C0096,2,178.57,15%,303.57 USD,in-store
29/05/2023,p085,S044 ,C0004,4,338.99,15%,$1152.57,Wholesale
"Nov 01, 2023",p095,S020 ,C0058,1,90.06,5%,$85.56,Wholesale
16/09/2023,p064,S048 ,C0062,7,235.27,0%,1646.89 USD,Wholesale
25/06/2023,p060,S047 ,C0071,1,240.81,0%,€240.81,web
2023-09-10,p073,S007 ,C0070,7,170.92,10%,$1076.80,Wholesale
27/09/2023,p052,S037 ,C0022,4,279.16,10%,1004.98 USD,in-store
"Mar 23, 2023",p082,S009 ,C0033,3,463.42,15%,1181.72 USD,Wholesale
25/08/2023,p035,S031 ,C0019,5,344.28,15%,1463.19 USD,online 
"Jun 01, 2023",p061,S046 ,C0069,6,349.37,5%,1991.41 USD,in-store
26/09/2023,p053,S047 ,C0096,3,349.25,10%,$942.98,online 
18/05/2023,p027,S022 ,C0094,3,315.56,15%,$804.68,Wholesale
"Nov 18, 2023",p040,S020 ,C0073,3,282.38,15%,$720.07,online 
"Dec 06, 2023",p047,S024 ,C0054,8,35.18,15%,€239.22,online 
"Oct 04, 2023",p058,S005 ,C0017,3,490.85,5%,€1398.92,Wholesale
2023-07-18,p068,S020 ,C0037,8,85.45,0%,683.6 USD,in-store
19/04/2023,p050,S026 ,C0010,4,497.63,15%,€1691.94,in-store
"Sep 03, 2023",p093,S023 ,C0045,7,358.1,5%,€2381.37,online 
2023-05-10,p055,S004 ,C0074,6,396.21,10%,€2139.53,Wholesale
2023-02-20,p079,S039 ,C0054,7,272.78,15%,$1623.04,in-store
22/03/2023,p084,S004 ,C0073,6,267.18,5%,€1522.93,web
"Mar 03, 2023",p066,S036 ,C0045,3,371.9,15%,€948.34,web
22/05/2023,p093,S026 ,C0091,5,20.19,10%,90.86 USD,in-store
15/01/2023,p024,S023 ,C0007,3,260.7,10%,$703.89,Wholesale
2023-11-24,p084,S001 ,C0094,4,497.66,5%,1891.11 USD,Wholesale
"May 05, 2023",p086,S025 ,C0027,3,372.45,15%,$949.75,online 
2023-04-21,p074,S018 ,C0005,4,276.44,0%,€1105.76,in-store
27/06/2023,p083,S043 ,C0026,3,373.5,0%,€1120.5,web
"Aug 01, 2023",p083,S014 ,C0061,6,166.63,15%,$849.81,Wholesale
2023-03-22,p051,S036 ,C0010,5,398.76,15%,1694.73 USD,Wholesale
15/11/2023,p095,S030 ,C0092,5,480.74,15%,€2043.14,online 
2023-03-08,p074,S050 ,C0049,7,301.99,5%,€2008.23,online 
2023-02-19,p087,S010 ,C0004,6,135.78,0%,€814.68,Wholesale
25/05/2023,p073,S008 ,C0068,6,263.77,0%,$1582.62,Wholesale
2023-11-04,p087,S049 ,C0025,3,180.74,0%,€542.22,in-store
2023-04-12,p034,S041 ,C0019,1,330.24,15%,$280.70,online 
"Dec 13, 2023",p032,S048 ,C0032,1,380.59,5%,€361.56,Wholesale
2023-09-15,p100,S038 ,C0026,7,431.63,0%,$3021.41,Wholesale
26/05/2023,p062,S002 ,C0069,1,29.55,0%,$29.55,web
02/06/2023,p052,S023 ,C0095,4,377.48,0%,€1509.92,web
"Apr 05, 2023",p070,S026 ,C0027,2,262.72,0%,525.44 USD,Wholesale
2023-01-17,p087,S025 ,C0053,1,409.58,0%,409.58 USD,web
"Sep 08, 2023",p041,S002 ,C0071,5,456.13,15%,$1938.55,online 
"Feb 24, 2023",p041,S011 ,C0079,8,145.69,15%,990.69 USD,in-store
"Oct 04, 2023",p034,S009 ,C0054,7,178.12,5%,$1184.50,online 
30/12/2023,p072,S045 ,C0065,3,418.51,15%,€1067.2,in-store
20/03/2023,p036,S018 ,C0050,6,293.69,15%,€1497.82,Wholesale
10/04/2023,p084,S020 ,C0048,6,336.64,15%,€1716.86,in-store
07/12/2023,p078,S047 ,C0059,4,312.73,5%,€1188.37,web
"Sep 15, 2023",p061,S019 ,C0026,4,293.09,10%,$1055.12,in-store
2023-03-13,p098,S003 ,C0034,2,342.29,10%,616.12 USD,in-store
2023-07-24,p092,S008 ,C0076,4,273.73,15%,930.68 USD,online 
2023-09-02,p089,S008 ,C0097,1,182.16,10%,163.94 USD,in-store
19/01/2023,p067,S039 ,C0023,2,424.16,15%,$721.07,online 
2023-09-04,p088,S010 ,C0057,2,286.47,5%,544.29 USD,online 
2023-01-09,p066,S011 ,C0042,7,300.35,5%,1997.33 USD,web
30/12/2023,p024,S006 ,C0043,3,496.42,10%,€1340.33,web
"Oct 22, 2023",p099,S039 ,C0080,3,361.65,0%,$1084.95,online 
"Oct 21, 2023",p089,S012 ,C0063,1,489.22,5%,464.76 USD,Wholesale
2023-10-28,p068,S032 ,C0012,2,123.14,5%,$233.97,in-store
"Nov 02, 2023",p068,S005 ,C0010,2,79.73,15%,$135.54,online 
2023-04-28,p039,S025 ,C0080,3,494.57,5%,$1409.52,online 
2023-01-03,p060,S026 ,C0023,1,162.84,10%,€146.56,online 
"Jul 13, 2023",p039,S049 ,C0048,6,143.02,5%,815.21 USD,in-store
14/11/2023,p036,S005 ,C0053,6,253.82,15%,€1294.48,web
2023-09-19,p067,S038 ,C0065,3,427.02,15%,$1088.90,online 
2023-01-24,p044,S006 ,C0046,4,112.68,0%,€450.72,Wholesale
19/04/2023,p049,S017 ,C0062,2,46.0,15%,$78.20,in-store
"Feb 03, 2023",p003,S001 ,C0041,4,28.59,15%,€97.21,online 
"May 19, 2023",p074,S022 ,C0080,6,104.44,10%,$563.98,in-store
15/11/2023,p034,S050 ,C0033,8,32.79,10%,$236.09,in-store
2023-10-27,p061,S031 ,C0076,3,487.57,0%,€1462.71,web
21/07/2023,p027,S048 ,C0014,3,45.95,0%,€137.85,web
2023-11-09,p098,S022 ,C0049,7,401.78,10%,2531.21 USD,online 
2023-10-13,p079,S001 ,C0057,7,446.97,5%,$2972.35,web
25/05/2023,p085,S029 ,C0055,6,207.52,10%,$1120.61,web
12/05/2023,p063,S014 ,C0001,8,287.27,10%,€2068.34,web
09/08/2023,p003,S012 ,C0042,5,124.57,10%,$560.56,in-store
2023-05-28,p040,S033 ,C0039,8,467.52,15%,3179.14 USD,Wholesale
2023-04-08,p042,S016 ,C0061,5,133.85,0%,€669.25,online 
2023-11-08,p001,S043 ,C0003,8,428.74,10%,3086.93 USD,in-store
2023-01-30,p007,S007 ,C0041,5,365.35,10%,$1644.08,in-store
2023-11-08,p059,S016 ,C0025,7,346.97,15%,2064.47 USD,Wholesale
"Mar 28, 2023",p040,S024 ,C0045,2,178.63,15%,€303.67,web
15/06/2023,p023,S014 ,C0088,7,276.74,0%,1937.18 USD,web
2023-11-16,p086,S044 ,C0073,1,247.58,10%,€222.82,online 
2023-02-15,p009,S032 ,C0020,3,158.92,10%,€429.08,online 
"Jan 08, 2023",p028,S004 ,C0031,7,129.66,10%,816.86 USD,web
2023-12-19,p051,S026 ,C0067,8,125.34,15%,$852.31,online 
06/03/2023,p038,S030 ,C0028,8,288.98,15%,$1965.06,Wholesale
06/02/2023,p046,S005 ,C0049,5,33.8,15%,143.65 USD,Wholesale
04/11/2023,p066,S005 ,C0079,3,200.37,0%,$601.11,Wholesale
2023-08-16,p033,S030 ,C0034,8,186.6,5%,1418.16 USD,in-store
"Aug 24, 2023",p022,S043 ,C0010,5,478.67,15%,2034.35 USD,web
"Nov 21, 2023",p079,S024 ,C0060,1,138.04,15%,117.33 USD,Wholesale
"Apr 02, 2023",p023,S011 ,C0020,5,171.84,10%,€773.28,web
15/12/2023,p088,S045 ,C0028,4,449.08,0%,1796.32 USD,online 
"Oct 21, 2023",p038,S012 ,C0048,7,301.5,0%,$2110.50,web
"Apr 07, 2023",p046,S042 ,C0016,1,486.92,0%,$486.92,in-store
2023-04-29,p011,S032 ,C0018,6,139.23,15%,710.07 USD,Wholesale
2023-05-08,p059,S018 ,C0005,3,379.51,0%,$1138.53,in-store
"Nov 20, 2023",p058,S026 ,C0068,4,165.55,15%,€562.87,Wholesale
11/11/2023,p076,S032 ,C0080,4,199.68,10%,718.85 USD,in-store
2023-11-28,p031,S002 ,C0076,3,352.23,5%,€1003.86,in-store
"Feb 20, 2023",p088,S045 ,C0014,5,254.83,15%,$1083.03,Wholesale
2023-10-30,p006,S002 ,C0057,1,81.26,0%,81.26 USD,in-store
2023-07-09,p086,S046 ,C0054,7,52.78,15%,$314.04,web
02/11/2023,p060,S008 ,C0089,5,145.45,5%,€690.89,online 
"Oct 29, 2023",p089,S042 ,C0100,6,475.86,10%,€2569.64,online 
04/01/2023,p030,S008 ,C0012,8,181.26,15%,1232.57 USD,Wholesale
2023-12-24,p071,S018 ,C0073,8,290.84,5%,2210.38 USD,online 
"Jun 25, 2023",p028,S050 ,C0042,4,453.43,15%,1541.66 USD,in-store
"Feb 12, 2023",p085,S029 ,C0060,1,433.45,10%,€390.11,web
"Feb 14, 2023",p073,S003 ,C0012,4,287.2,10%,1033.92 USD,Wholesale
2023-12-21,p033,S040 ,C0023,1,267.71,0%,€267.71,in-store
"Aug 01, 2023",p084,S047 ,C0005,7,178.27,0%,€1247.89,Wholesale
19/09/2023,p038,S016 ,C0088,6,58.19,5%,331.68 USD,online 
"Oct 12, 2023",p069,S047 ,C0081,8,62.11,5%,€472.04,online 
2023-08-17,p069,S047 ,C0079,4,193.58,15%,€658.17,Wholesale
2023-02-11,p091,S041 ,C0004,4,333.89,0%,€1335.56,in-store
2023-04-12,p087,S010 ,C0007,6,40.29,10%,217.57 USD,online 
"Dec 14, 2023",p015,S037 ,C0013,1,181.41,15%,154.2 USD,in-store
"Oct 29, 2023",p095,S024 ,C0008,5,223.49,0%,€1117.45,Wholesale
"Oct 27, 2023",p081,S035 ,C0021,5,361.18,10%,$1625.31,in-store
18/11/2023,p089,S014 ,C0041,2,168.1,10%,$302.58,in-store
2023-03-24,p087,S046 ,C0075,7,66.1,0%,€462.7,web
2023-05-10,p046,S026 ,C0070,4,256.73,15%,€872.88,Wholesale
"May 03, 2023",p057,S031 ,C0090,1,23.12,15%,€19.65,online 
2023-03-20,p034,S017 ,C0012,5,417.98,10%,1880.91 USD,Wholesale
2023-07-11,p099,S034 ,C0082,2,306.03,5%,581.46 USD,in-store
"Oct 15, 2023",p040,S014 ,C0050,3,312.74,10%,844.4 USD,online 
2023-10-27,p008,S034 ,C0045,5,476.16,15%,€2023.68,Wholesale
2023-10-10,p079,S039 ,C0033,6,132.6,15%,€676.26,web
"Sep 15, 2023",p046,S003 ,C0016,3,94.32,15%,240.52 USD,web
25/03/2023,p075,S007 ,C0002,6,153.77,10%,€830.36,online 
2023-06-23,p051,S010 ,C0052,3,142.94,5%,€407.38,Wholesale
"Sep 13, 2023",p084,S013 ,C0047,2,404.78,10%,$728.60,web
04/03/2023,p054,S042 ,C0008,8,431.99,15%,2937.53 USD,web
29/07/2023,p041,S045 ,C0071,4,361.62,15%,€1229.51,Wholesale
08/06/2023,p041,S030 ,C0018,5,41.72,10%,$187.74,Wholesale
2023-09-28,p001,S036 ,C0024,8,135.2,5%,€1027.52,Wholesale
"Mar 16, 2023",p013,S029 ,C0014,3,485.88,0%,$1457.64,in-store
2023-05-24,p051,S010 ,C0008,3,431.44,10%,$1164.89,web
"Apr 15, 2023",p013,S046 ,C0011,2,293.18,0%,586.36 USD,web
"Dec 15, 2023",p074,S035 ,C0088,1,77.54,0%,77.54 USD,in-store
12/08/2023,p050,S003 ,C0011,3,74.51,10%,201.18 USD,web
04/02/2023,p027,S030 ,C0091,6,205.27,15%,$1046.88,in-store
2023-05-28,p084,S015 ,C0098,1,461.68,0%,$461.68,web
2023-11-28,p032,S042 ,C0072,6,466.97,5%,$2661.73,in-store
2023-09-29,p024,S029 ,C0058,5,184.43,0%,$922.15,web
"Mar 17, 2023",p090,S004 ,C0026,5,94.48,0%,472.4 USD,in-store
"Oct 29, 2023",p093,S031 ,C0098,6,90.71,0%,$544.26,in-store
23/04/2023,p014,S036 ,C0096,3,198.99,15%,507.42 USD,Wholesale
29/04/2023,p036,S011 ,C0037,2,102.43,5%,194.62 USD,web
"Mar 14, 2023",p020,S036 ,C0007,1,59.31,5%,56.34 USD,online 
11/09/2023,p099,S023 ,C0093,1,175.15,0%,$175.15,in-store
2023-03-20,p010,S023 ,C0006,4,387.78,10%,1396.01 USD,online 
2023-11-07,p046,S038 ,C0086,5,213.94,0%,€1069.7,Wholesale
15/08/2023,p082,S021 ,C0031,7,469.05,5%,€3119.18,web
"May 28, 2023",p040,S008 ,C0011,4,185.36,5%,€704.37,online 
03/04/2023,p043,S048 ,C0092,8,124.79,0%,€998.32,online 
2023-05-26,p087,S032 ,C0071,4,98.81,0%,$395.24,in-store
"Jul 11, 2023",p037,S036 ,C0023,5,44.09,5%,209.43 USD,in-store
"Mar 28, 2023",p045,S016 ,C0068,7,311.91,5%,$2074.20,Wholesale
"Feb 03, 2023",p054,S007 ,C0055,4,43.05,15%,$146.37,Wholesale
"Jan 13, 2023",p028,S013 ,C0094,3,252.9,5%,€720.76,online 
28/05/2023,p029,S049 ,C0037,1,301.95,10%,€271.75,online 
"Dec 23, 2023",p089,S004 ,C0002,8,266.23,10%,$1916.86,in-store
2023-01-27,p094,S023 ,C0074,3,276.93,15%,$706.17,web
"Aug 27, 2023",p017,S047 ,C0069,6,494.41,10%,$2669.81,online 
"Jul 10, 2023",p060,S016 ,C0072,8,214.23,5%,1628.15 USD,Wholesale
2023-12-05,p094,S049 ,C0029,3,441.87,10%,€1193.05,in-store
2023-03-26,p090,S029 ,C0076,2,197.98,15%,$336.57,online 
29/11/2023,p027,S002 ,C0059,4,451.88,5%,1717.14 USD,online 
2023-11-17,p028,S047 ,C0059,3,414.74,15%,$1057.59,web
12/04/2023,p002,S022 ,C0049,1,386.61,5%,€367.28,Wholesale
"Nov 08, 2023",p006,S037 ,C0082,2,145.4,5%,276.26 USD,online 
2023-11-07,p023,S002 ,C0040,6,315.66,0%,1893.96 USD,web
2023-06-17,p021,S002 ,C0079,6,391.75,15%,1997.92 USD,web
2023-01-04,p015,S025 ,C0002,7,287.72,10%,$1812.64,Wholesale
2023-01-24,p084,S023 ,C0048,3,374.92,0%,1124.76 USD,Wholesale
"Aug 08, 2023",p048,S023 ,C0026,5,165.44,10%,$744.48,web
2023-08-02,p020,S033 ,C0020,4,236.13,15%,€802.84,Wholesale
2023-04-15,p058,S048 ,C0028,8,172.19,10%,€1239.77,Wholesale
"Dec 31, 2023",p065,S016 ,C0016,4,38.91,10%,$140.08,Wholesale
2023-09-14,p002,S007 ,C0047,8,283.21,5%,€2152.4,web
"Sep 19, 2023",p087,S030 ,C0003,4,485.82,0%,$1943.28,Wholesale
"Feb 15, 2023",p044,S027 ,C0081,7,241.75,10%,$1523.03,online 
2023-08-24,p009,S040 ,C0065,1,283.77,0%,$283.77,web
"Oct 12, 2023",p074,S042 ,C0009,8,378.27,15%,€2572.24,online 
2023-01-15,p022,S014 ,C0100,2,24.53,5%,€46.61,online 
"Aug 03, 2023",p070,S036 ,C0045,6,330.82,15%,1687.18 USD,Wholesale
2023-10-21,p098,S043 ,C0065,4,416.54,15%,€1416.24,online 
26/05/2023,p031,S039 ,C0075,6,307.17,5%,1750.87 USD,in-store
14/07/2023,p013,S006 ,C0075,2,418.05,10%,€752.49,Wholesale
2023-07-20,p059,S038 ,C0066,4,235.27,0%,€941.08,web
2023-08-22,p012,S008 ,C0036,3,266.61,10%,719.85 USD,web
2023-03-31,p070,S045 ,C0037,7,232.22,5%,€1544.26,web
2023-11-29,p010,S047 ,C0009,2,94.55,10%,€170.19,in-store
2023-11-15,p002,S049 ,C0018,8,36.04,15%,245.07 USD,online 
"Jul 26, 2023",p006,S010 ,C0075,3,225.83,0%,$677.49,web
2023-05-06,p036,S046 ,C0091,8,243.75,15%,1657.5 USD,Wholesale
2023-08-19,p080,S009 ,C0043,3,154.27,10%,€416.53,Wholesale
"Jan 10, 2023",p036,S010 ,C0094,5,252.25,10%,€1135.12,online 
11/05/2023,p050,S014 ,C0082,2,449.53,15%,$764.20,Wholesale
13/10/2023,p021,S014 ,C0086,2,326.81,0%,$653.62,in-store
"Feb 04, 2023",p028,S021 ,C0065,3,262.27,15%,$668.79,in-store
2023-06-18,p023,S048 ,C0019,4,107.3,10%,€386.28,web
"Nov 23, 2023",p047,S006 ,C0029,4,118.78,10%,€427.61,Wholesale
15/05/2023,p071,S021 ,C0028,2,186.42,5%,€354.2,in-store
26/06/2023,p093,S040 ,C0062,7,455.01,5%,$3025.82,web
2023-10-01,p038,S046 ,C0094,7,53.38,10%,336.29 USD,Wholesale
"Nov 19, 2023",p045,S003 ,C0079,5,171.52,10%,€771.84,web
2023-08-30,p016,S012 ,C0049,8,242.79,5%,€1845.2,in-store
2023-07-05,p085,S015 ,C0060,1,345.72,0%,€345.72,in-store
30/11/2023,p076,S006 ,C0039,8,25.63,0%,€205.04,in-store
2023-06-23,p056,S008 ,C0074,6,464.67,10%,2509.22 USD,in-store
2023-07-02,p022,S041 ,C0001,4,274.17,15%,$932.18,web
2023-12-05,p058,S025 ,C0060,8,53.36,15%,€362.85,online 
2023-10-12,p048,S025 ,C0043,1,156.77,0%,$156.77,web
"Jul 20, 2023",p050,S001 ,C0042,1,377.93,0%,$377.93,online 
"Jul 04, 2023",p043,S025 ,C0005,5,257.56,0%,$1287.80,Wholesale
28/08/2023,p094,S018 ,C0002,5,459.32,15%,€1952.11,in-store
2023-02-01,p026,S014 ,C0027,2,153.98,15%,€261.77,in-store
2023-03-03,p088,S008 ,C0004,6,320.03,5%,1824.17 USD,in-store
2023-08-21,p095,S016 ,C0056,2,253.15,10%,€455.67,in-store
"Jun 24, 2023",p089,S040 ,C0070,8,377.11,10%,€2715.19,online 
12/01/2023,p040,S031 ,C0088,4,315.21,0%,$1260.84,in-store
05/01/2023,p075,S006 ,C0093,1,171.23,15%,€145.55,web
"Jul 07, 2023",p088,S043 ,C0100,2,145.9,10%,€262.62,web
18/09/2023,p036,S019 ,C0088,5,304.14,10%,$1368.63,online 
2023-05-21,p047,S034 ,C0062,2,259.71,15%,$441.51,in-store
06/03/2023,p060,S034 ,C0069,8,461.04,10%,$3319.49,online 
2023-06-24,p030,S009 ,C0096,1,304.44,10%,€274.0,Wholesale
2023-09-09,p015,S005 ,C0009,8,415.27,10%,€2989.94,online 
"Aug 14, 2023",p003,S017 ,C0053,7,152.2,10%,€958.86,web
"Feb 01, 2023",p062,S047 ,C0077,1,378.44,5%,359.52 USD,web
2023-08-11,p051,S030 ,C0094,6,91.56,15%,$466.96,Wholesale
"May 21, 2023",p075,S042 ,C0083,8,204.96,5%,€1557.7,online 
2023-05-15,p038,S014 ,C0044,3,222.39,5%,€633.81,web
2023-11-24,p061,S004 ,C0047,1,299.85,15%,€254.87,online 
2023-07-10,p031,S029 ,C0025,5,161.32,10%,€725.94,in-store
2023-12-29,p074,S020 ,C0075,5,293.64,15%,€1247.97,online 
"Sep 18, 2023",p006,S048 ,C0010,5,298.06,10%,$1341.27,Wholesale
2023-09-30,p094,S038 ,C0007,4,231.32,5%,879.02 USD,online 
07/08/2023,p008,S046 ,C0066,6,244.85,10%,€1322.19,online 
"Sep 15, 2023",p032,S036 ,C0053,3,467.47,0%,1402.41 USD,Wholesale
2023-08-09,p048,S038 ,C0012,8,308.33,15%,2096.64 USD,online 
10/05/2023,p018,S010 ,C0076,7,265.67,10%,1673.72 USD,web
23/05/2023,p080,S026 ,C0058,1,175.25,10%,157.72 USD,Wholesale
"Aug 09, 2023",p081,S018 ,C0073,5,421.07,15%,1789.55 USD,online 
"May 25, 2023",p092,S017 ,C0078,1,134.58,10%,€121.12,in-store
"May 25, 2023",p092,S007 ,C0097,4,29.47,0%,117.88 USD,Wholesale
2023-02-09,p012,S029 ,C0007,3,46.22,0%,€138.66,in-store
2023-01-26,p008,S048 ,C0024,6,492.94,15%,$2513.99,Wholesale
"Jul 20, 2023",p090,S002 ,C0092,3,97.31,10%,€262.74,Wholesale
2023-09-04,p003,S036 ,C0026,3,221.71,0%,€665.13,Wholesale
"Oct 24, 2023",p017,S013 ,C0091,6,350.86,10%,1894.64 USD,Wholesale
2023-05-09,p057,S017 ,C0005,2,107.46,5%,204.17 USD,online 
2023-05-30,p012,S017 ,C0082,3,191.15,0%,€573.45,web
04/09/2023,p068,S006 ,C0048,2,398.87,0%,797.74 USD,online 
2023-08-19,p098,S010 ,C0062,1,344.28,15%,292.64 USD,online 
"Aug 11, 2023",p052,S010 ,C0078,8,157.31,0%,1258.48 USD,web
"Dec 12, 2023",p012,S045 ,C0012,4,490.43,15%,1667.46 USD,web
2023-09-02,p079,S029 ,C0065,3,32.5,10%,€87.75,Wholesale
2023-05-12,p035,S009 ,C0099,6,417.45,0%,€2504.7,web
2023-04-20,p092,S033 ,C0086,1,300.85,5%,€285.81,Wholesale
2023-07-21,p021,S030 ,C0078,2,486.3,15%,826.71 USD,web
2023-07-30,p099,S025 ,C0021,5,198.9,10%,€895.05,online 
2023-11-15,p019,S013 ,C0082,6,360.63,5%,€2055.59,Wholesale
"Nov 09, 2023",p064,S039 ,C0089,4,179.53,5%,682.21 USD,Wholesale
24/05/2023,p002,S002 ,C0004,5,36.09,0%,180.45 USD,web
"Dec 20, 2023",p032,S005 ,C0048,4,45.36,0%,$181.44,online 
26/06/2023,p074,S024 ,C0027,8,287.02,5%,€2181.35,Wholesale
22/01/2023,p060,S046 ,C0072,7,81.18,5%,$539.85,in-store
04/12/2023,p065,S035 ,C0053,2,275.78,15%,468.83 USD,in-store
25/03/2023,p076,S026 ,C0096,4,266.12,5%,1011.26 USD,in-store
05/02/2023,p015,S011 ,C0098,7,477.58,10%,3008.75 USD,web
03/08/2023,p056,S026 ,C0090,6,460.91,15%,$2350.64,Wholesale
"Jan 09, 2023",p065,S017 ,C0081,6,392.23,0%,2353.38 USD,Wholesale
12/05/2023,p046,S004 ,C0013,7,438.29,15%,€2607.83,in-store
2023-02-19,p026,S043 ,C0047,8,233.25,10%,1679.4 USD,Wholesale
"Sep 22, 2023",p100,S025 ,C0044,8,447.46,5%,€3400.7,in-store
2023-01-10,p022,S031 ,C0027,5,359.92,5%,€1709.62,Wholesale
09/03/2023,p055,S048 ,C0035,4,59.41,15%,$201.99,online 
16/08/2023,p090,S046 ,C0078,1,420.03,5%,€399.03,in-store
2023-11-18,p049,S047 ,C0054,6,178.99,0%,1073.94 USD,in-store
2023-06-15,p061,S015 ,C0097,7,287.6,10%,€1811.88,web
2023-01-28,p024,S020 ,C0051,1,222.1,15%,€188.78,online 
02/07/2023,p087,S050 ,C0070,4,74.39,10%,€267.8,web
"Aug 04, 2023",p045,S014 ,C0069,1,203.91,10%,€183.52,Wholesale
"Aug 04, 2023",p018,S026 ,C0054,4,320.63,10%,$1154.27,Wholesale
2023-04-21,p024,S032 ,C0065,7,457.62,15%,$2722.84,online 
2023-05-11,p013,S023 ,C0044,5,335.62,5%,€1594.19,web
"Apr 07, 2023",p009,S017 ,C0042,1,129.69,10%,116.72 USD,Wholesale
2023-09-29,p007,S043 ,C0081,4,400.29,0%,1601.16 USD,Wholesale
"Apr 25, 2023",p051,S011 ,C0037,5,220.47,0%,1102.35 USD,Wholesale
2023-05-30,p090,S046 ,C0055,4,304.91,0%,$1219.64,web
"Jul 29, 2023",p021,S046 ,C0026,7,397.4,10%,2503.62 USD,in-store
2023-07-04,p076,S045 ,C0094,7,363.3,0%,$2543.10,Wholesale
26/11/2023,p076,S027 ,C0067,1,346.45,10%,311.81 USD,web
30/04/2023,p100,S042 ,C0020,7,176.6,0%,$1236.20,Wholesale
2023-07-14,p007,S020 ,C0009,7,491.99,0%,€3443.93,Wholesale
2023-12-20,p077,S049 ,C0073,3,393.29,15%,1002.89 USD,online 
"Mar 22, 2023",p011,S014 ,C0086,3,449.37,5%,1280.7 USD,online 
20/02/2023,p065,S041 ,C0088,2,207.26,15%,$352.34,in-store
10/06/2023,p095,S010 ,C0099,2,267.54,5%,€508.33,in-store
2023-05-05,p014,S039 ,C0090,8,253.15,0%,$2025.20,in-store
"Jan 16, 2023",p053,S007 ,C0039,5,70.75,10%,€318.38,Wholesale
2023-08-18,p043,S014 ,C0084,2,302.3,15%,513.91 USD,web
2023-03-09,p008,S022 ,C0048,6,97.09,10%,524.29 USD,Wholesale
25/11/2023,p027,S009 ,C0068,4,82.95,5%,$315.21,Wholesale
"Jun 02, 2023",p034,S003 ,C0026,8,315.15,0%,2521.2 USD,Wholesale
2023-04-11,p037,S018 ,C0062,5,21.9,15%,$93.08,in-store
06/07/2023,p074,S002 ,C0069,3,30.95,15%,$78.92,online 
2023-09-26,p060,S012 ,C0042,5,44.88,5%,€213.18,Wholesale
2023-05-25,p046,S022 ,C0022,4,238.57,0%,954.28 USD,web
2023-06-13,p031,S050 ,C0024,8,332.19,5%,$2524.64,online 
2023-08-02,p041,S021 ,C0019,7,40.89,10%,257.61 USD,online 
2023-01-28,p056,S047 ,C0038,7,370.74,15%,$2205.90,Wholesale
2023-08-09,p061,S028 ,C0047,7,369.28,5%,€2455.71,Wholesale
2023-12-14,p003,S002 ,C0029,3,167.14,0%,€501.42,web
"Nov 21, 2023",p042,S014 ,C0017,5,272.07,5%,€1292.33,web
15/09/2023,p073,S049 ,C0028,4,390.42,10%,€1405.51,Wholesale
2023-06-01,p027,S013 ,C0058,4,399.67,10%,€1438.81,web
"Dec 02, 2023",p054,S017 ,C0025,4,457.2,5%,1737.36 USD,web
2023-09-30,p020,S014 ,C0078,4,203.66,5%,773.91 USD,in-store
"Sep 29, 2023",p014,S038 ,C0090,2,63.58,10%,$114.44,online 
2023-03-13,p080,S003 ,C0084,7,59.76,0%,418.32 USD,online 
"Jul 12, 2023",p060,S011 ,C0044,1,292.27,0%,€292.27,web
