Inventory Date,ProductRef,StoreRef,QtyInStock,ReorderFlag
2023-08-11, p082 ,S008,11 units,yes
"May 12, 2023", P014 ,S034,104 units,no
"Aug 12, 2023", P013 ,S047,24 units,yes
09/03/2023, P083 ,S001,91 units,no
2023-05-31, P075 ,S026,123 units,no
27/03/2023, P045 ,S031,134 units,no
28/03/2023, P075 ,S038,147 units,no
"Mar 14, 2023", P013 ,S042,19 units,yes
2023-06-27, p060 ,S032,172 units,no
"Dec 06, 2023", P003 ,S038,57 units,no
2023-09-30, p087 ,S027,12 units,yes
14/04/2023, p026 ,S010,98 units,no
"May 06, 2023", P024 ,S003,81 units,no
16/07/2023, P058 ,S045,92 units,no
2023-02-28, P008 ,S046,163 units,no
04/07/2023, P098 ,S017,186 units,no
2023-10-24, p052 ,S039,133 units,no
03/04/2023, p032 ,S015,130 units,no
16/02/2023, p044 ,S019,102 units,no
2023-08-20, P039 ,S011,198 units,no
"Jan 29, 2023", p042 ,S041,149 units,no
2023-10-22, P008 ,S043,29 units,yes
"Sep 14, 2023", p011 ,S038,110 units,no
25/07/2023, P064 ,S009,138 units,no
2023-01-10, p093 ,S035,132 units,no
2023-10-31, P067 ,S032,62 units,no
"Feb 24, 2023", p081 ,S046,81 units,no
2023-01-10, P024 ,S046,86 units,no
2023-08-12, P070 ,S024,72 units,no
2023-04-25, P064 ,S033,9 units,yes
2023-12-23, P063 ,S039,56 units,no
"Nov 09, 2023", P068 ,S005,173 units,no
"Jun 29, 2023", p091 ,S038,171 units,no
2023-02-18, p092 ,S032,138 units,no
05/10/2023, P014 ,S048,95 units,no
"Dec 06, 2023", p092 ,S049,94 units,no
07/09/2023, p055 ,S017,152 units,no
28/03/2023, P061 ,S019,89 units,no
08/07/2023, P020 ,S043,21 units,yes
27/10/2023, p037 ,S030,142 units,no
"Feb 02, 2023", P003 ,S029,145 units,no
"Dec 10, 2023", p012 ,S018,144 units,no
10/11/2023, p095 ,S012,193 units,no
03/11/2023, P034 ,S037,147 units,no
"Jun 17, 2023", p032 ,S003,178 units,no
2023-04-18, P083 ,S019,137 units,no
06/03/2023, p074 ,S050,7 units,yes
2023-04-05, p087 ,S018,64 units,no
2023-11-24, p090 ,S025,118 units,no
2023-12-26, P100 ,S014,150 units,no
2023-06-17, p050 ,S021,172 units,no
26/08/2023, p012 ,S006,181 units,no
"Feb 21, 2023", p054 ,S034,12 units,yes
"Jun 16, 2023", P024 ,S033,4 units,yes
2023-12-20, P070 ,S039,165 units,no
2023-11-30, p017 ,S027,80 units,no
2023-03-24, p011 ,S010,63 units,no
10/10/2023, p095 ,S037,125 units,no
20/03/2023, P003 ,S018,192 units,no
2023-04-23, p055 ,S024,146 units,no
"Apr 12, 2023", P094 ,S009,62 units,no
08/05/2023, P033 ,S044,61 units,no
"Dec 12, 2023", P058 ,S020,31 units,no
2023-09-12, p017 ,S020,138 units,no
08/09/2023, p074 ,S042,134 units,no
20/08/2023, p041 ,S018,164 units,no
31/01/2023, p078 ,S022,140 units,no
21/04/2023, p078 ,S027,188 units,no
2023-07-01, P008 ,S017,40 units,no
"Nov 18, 2023", p018 ,S041,123 units,no
2023-02-27, p081 ,S033,38 units,no
19/11/2023, p078 ,S021,170 units,no
"Feb 05, 2023", p077 ,S021,179 units,no
14/10/2023, p073 ,S042,77 units,no
"Jun 08, 2023", p090 ,S023,196 units,no
18/02/2023, P069 ,S027,193 units,no
2023-03-31, P033 ,S018,164 units,no
2023-02-14, p057 ,S007,101 units,no
"Jul 21, 2023", P016 ,S011,177 units,no
28/01/2023, P046 ,S009,147 units,no
2023-07-01, P066 ,S045,137 units,no
"Oct 09, 2023", p097 ,S032,55 units,no
2023-01-11, P048 ,S013,180 units,no
2023-01-17, p044 ,S013,141 units,no
2023-04-24, P029 ,S002,172 units,no
2023-02-03, p088 ,S041,130 units,no
"Apr 24, 2023", p042 ,S038,26 units,yes
"Sep 07, 2023", P083 ,S004,46 units,no
15/04/2023, P084 ,S042,168 units,no
02/01/2023, P071 ,S020,162 units,no
"Jan 09, 2023", P036 ,S036,197 units,no
"Jul 02, 2023", P058 ,S023,176 units,no
"Oct 26, 2023", P094 ,S032,10 units,yes
16/04/2023, P008 ,S028,173 units,no
21/05/2023, p006 ,S018,168 units,no
03/09/2023, p006 ,S047,33 units,no
"Jul 04, 2023", p028 ,S030,8 units,yes
24/06/2023, P040 ,S026,87 units,no
"Jan 27, 2023", p060 ,S002,164 units,no
"Dec 02, 2023", P053 ,S011,40 units,no
25/01/2023, P024 ,S018,63 units,no
10/02/2023, P072 ,S008,122 units,no
"Jan 24, 2023", P045 ,S019,174 units,no
19/12/2023, p017 ,S047,39 units,no
"Jan 14, 2023", p095 ,S040,198 units,no
06/11/2023, P063 ,S015,10 units,yes
28/05/2023, p054 ,S026,69 units,no
2023-05-27, P049 ,S032,138 units,no
2023-01-27, P086 ,S015,148 units,no
"Jul 04, 2023", p092 ,S021,59 units,no
12/11/2023, P001 ,S002,113 units,no
2023-02-13, P053 ,S007,11 units,yes
2023-10-06, P096 ,S011,104 units,no
2023-01-22, p073 ,S019,0 units,yes
"Mar 13, 2023", p022 ,S036,112 units,no
2023-06-02, p092 ,S030,18 units,yes
11/07/2023, p085 ,S023,49 units,no
29/11/2023, p042 ,S043,125 units,no
2023-03-11, P036 ,S021,24 units,yes
2023-01-21, p015 ,S038,184 units,no
"Apr 28, 2023", p090 ,S017,185 units,no
07/02/2023, p087 ,S028,103 units,no
2023-05-06, p082 ,S038,171 units,no
2023-07-14, P067 ,S028,87 units,no
"Dec 14, 2023", P100 ,S035,155 units,no
27/08/2023, P020 ,S036,8 units,yes
2023-05-25, p057 ,S028,199 units,no
2023-11-17, P009 ,S007,17 units,yes
2023-11-15, p055 ,S027,90 units,no
17/05/2023, P094 ,S036,96 units,no
2023-02-18, p021 ,S036,43 units,no
"Jul 30, 2023", p091 ,S013,4 units,yes
09/10/2023, p054 ,S049,191 units,no
18/03/2023, p087 ,S019,112 units,no
2023-05-21, P100 ,S028,136 units,no
2023-08-14, P019 ,S037,200 units,no
23/12/2023, p054 ,S004,117 units,no
"May 14, 2023", P071 ,S030,66 units,no
21/02/2023, P098 ,S049,85 units,no
2023-12-27, p022 ,S014,88 units,no
04/08/2023, p042 ,S004,48 units,no
"Jun 19, 2023", P024 ,S015,189 units,no
15/09/2023, P067 ,S038,159 units,no
2023-08-06, P008 ,S007,173 units,no
"Jan 23, 2023", P030 ,S017,195 units,no
14/05/2023, P066 ,S024,139 units,no
31/05/2023, P094 ,S047,134 units,no
"Nov 22, 2023", p078 ,S047,14 units,yes
31/12/2023, P062 ,S037,39 units,no
25/09/2023, P094 ,S019,29 units,yes
"Jan 29, 2023", p080 ,S037,108 units,no
"Aug 23, 2023", p073 ,S043,158 units,no
"Feb 20, 2023", P045 ,S014,100 units,no
2023-12-24, P020 ,S046,12 units,yes
20/02/2023, P068 ,S016,123 units,no
2023-01-16, P040 ,S010,124 units,no
19/06/2023, p032 ,S006,6 units,yes
10/09/2023, p018 ,S022,106 units,no
"Mar 24, 2023", P059 ,S024,141 units,no
2023-01-19, P079 ,S033,145 units,no
13/09/2023, P083 ,S040,69 units,no
"Sep 24, 2023", P016 ,S031,145 units,no
2023-08-25, p077 ,S033,26 units,yes
2023-01-08, P033 ,S024,40 units,no
2023-03-22, p022 ,S011,43 units,no
"Apr 09, 2023", p089 ,S015,106 units,no
15/07/2023, P072 ,S022,123 units,no
01/02/2023, P024 ,S038,91 units,no
18/01/2023, p095 ,S012,28 units,yes
14/07/2023, P056 ,S047,175 units,no
2023-11-17, P009 ,S021,196 units,no
2023-05-27, P033 ,S009,133 units,no
"Oct 30, 2023", P062 ,S022,28 units,yes
"Feb 11, 2023", p081 ,S010,29 units,yes
28/01/2023, p044 ,S022,108 units,no
2023-04-19, p044 ,S026,177 units,no
06/08/2023, p044 ,S023,70 units,no
12/02/2023, P016 ,S013,13 units,yes
04/09/2023, P014 ,S039,124 units,no
"Mar 09, 2023", p091 ,S002,123 units,no
"Dec 27, 2023", P098 ,S039,2 units,yes
2023-05-28, P063 ,S035,63 units,no
08/01/2023, P076 ,S041,42 units,no
2023-11-29, P008 ,S012,119 units,no
"Feb 26, 2023", p038 ,S032,193 units,no
2023-10-13, p041 ,S010,28 units,yes
2023-09-17, p032 ,S031,176 units,no
28/09/2023, p050 ,S034,85 units,no
31/12/2023, P024 ,S033,29 units,yes
"Dec 07, 2023", P069 ,S007,99 units,no
15/12/2023, p026 ,S031,109 units,no
2023-10-29, P048 ,S003,70 units,no
23/11/2023, P075 ,S037,103 units,no
"Sep 09, 2023", p022 ,S009,125 units,no
2023-12-05, p082 ,S020,132 units,no
"Nov 30, 2023", P062 ,S001,49 units,no
2023-10-25, p028 ,S004,10 units,yes
2023-03-20, P083 ,S007,25 units,yes
2023-05-22, P099 ,S028,194 units,no
2023-02-14, P068 ,S030,147 units,no
03/03/2023, p041 ,S035,129 units,no
"Jul 20, 2023", P096 ,S007,8 units,yes
"Oct 25, 2023", p021 ,S022,86 units,no
"Jul 16, 2023", P098 ,S018,72 units,no
"May 14, 2023", P019 ,S046,198 units,no
2023-07-02, P013 ,S020,157 units,no
2023-12-23, p041 ,S011,1 units,yes
"Sep 23, 2023", P046 ,S045,158 units,no
"Nov 04, 2023", P016 ,S008,150 units,no
2023-10-02, P061 ,S032,156 units,no
"Feb 03, 2023", p089 ,S034,98 units,no
26/09/2023, p073 ,S023,57 units,no
"Oct 03, 2023", P063 ,S023,41 units,no
"Aug 10, 2023", P058 ,S031,125 units,no
14/10/2023, P024 ,S045,195 units,no
2023-05-05, P083 ,S033,9 units,yes
2023-05-09, p037 ,S021,42 units,no
"Mar 02, 2023", P099 ,S032,166 units,no
2023-03-24, P001 ,S012,29 units,yes
"Jul 16, 2023", p006 ,S016,5 units,yes
01/04/2023, p022 ,S034,180 units,no
11/04/2023, p026 ,S048,44 units,no
"Dec 20, 2023", P047 ,S038,111 units,no
"Jul 23, 2023", p077 ,S045,39 units,no
30/11/2023, P047 ,S030,30 units,no
2023-11-16, p021 ,S030,143 units,no
18/02/2023, p095 ,S044,99 units,no
2023-11-16, p026 ,S045,198 units,no
2023-06-29, P086 ,S010,79 units,no
"Feb 22, 2023", P058 ,S035,16 units,yes
"Nov 18, 2023", p050 ,S047,192 units,no
2023-02-04, P070 ,S027,130 units,no
2023-01-07, p097 ,S011,89 units,no
04/07/2023, P070 ,S008,1 units,yes
"Nov 30, 2023", p032 ,S023,174 units,no
2023-12-26, p050 ,S043,49 units,no
2023-03-14, p054 ,S024,29 units,yes
2023-11-01, P065 ,S004,174 units,no
"Feb 13, 2023", p090 ,S021,98 units,no
"Dec 29, 2023", p081 ,S048,116 units,no
2023-07-05, p015 ,S041,101 units,no
2023-07-20, P024 ,S021,140 units,no
10/03/2023, p041 ,S027,55 units,no
29/04/2023, p055 ,S037,72 units,no
"Apr 29, 2023", p010 ,S042,133 units,no
"Dec 17, 2023", p092 ,S048,180 units,no
01/07/2023, P016 ,S018,109 units,no
09/06/2023, P067 ,S042,61 units,no
"Nov 21, 2023", P065 ,S047,187 units,no
"Oct 13, 2023", P025 ,S016,99 units,no
"Oct 19, 2023", p022 ,S007,198 units,no
"Jul 08, 2023", P072 ,S032,122 units,no
26/06/2023, p082 ,S006,76 units,no
2023-07-06, P056 ,S041,178 units,no
"Oct 02, 2023", p026 ,S035,149 units,no
22/11/2023, P034 ,S014,135 units,no
"Dec 22, 2023", P016 ,S037,168 units,no
"Feb 09, 2023", p041 ,S020,168 units,no
2023-06-09, P013 ,S046,82 units,no
"May 28, 2023", p041 ,S023,130 units,no
19/01/2023, P065 ,S045,117 units,no
"Apr 07, 2023", P048 ,S006,182 units,no
2023-04-08, p038 ,S036,137 units,no
23/05/2023, P009 ,S008,185 units,no
18/03/2023, p038 ,S021,164 units,no
2023-07-26, p091 ,S028,19 units,yes
10/11/2023, P002 ,S047,111 units,no
"Apr 07, 2023", P079 ,S029,140 units,no
"Jun 23, 2023", p028 ,S009,200 units,no
15/03/2023, p041 ,S049,34 units,no
26/05/2023, P007 ,S029,138 units,no
13/04/2023, P075 ,S012,145 units,no
2023-09-22, P009 ,S042,50 units,no
2023-09-21, P040 ,S019,153 units,no
12/01/2023, P014 ,S002,195 units,no
2023-11-18, p022 ,S006,10 units,yes
"Mar 04, 2023", p085 ,S030,111 units,no
"Sep 14, 2023", P069 ,S010,107 units,no
23/07/2023, p041 ,S007,200 units,no
2023-10-04, p092 ,S036,139 units,no
2023-07-31, P100 ,S031,151 units,no
"Jan 26, 2023", P009 ,S041,39 units,no
2023-08-09, P099 ,S035,134 units,no
12/03/2023, p027 ,S009,121 units,no
28/01/2023, p011 ,S009,173 units,no
10/01/2023, P049 ,S021,101 units,no
"Feb 01, 2023", P094 ,S043,71 units,no
"Jan 27, 2023", p027 ,S036,58 units,no
27/12/2023, P066 ,S024,112 units,no
"Oct 24, 2023", p032 ,S022,79 units,no
2023-06-02, P048 ,S044,41 units,no
08/09/2023, P040 ,S018,108 units,no
2023-04-25, P033 ,S020,65 units,no
"Mar 19, 2023", P039 ,S019,97 units,no
"Aug 04, 2023", P025 ,S037,160 units,no
"Jun 20, 2023", P013 ,S013,82 units,no
"Nov 26, 2023", P056 ,S031,47 units,no
"Feb 17, 2023", p088 ,S014,73 units,no
"Mar 13, 2023", p028 ,S050,161 units,no
21/04/2023, P045 ,S030,44 units,no
"May 19, 2023", P100 ,S018,47 units,no
28/12/2023, P098 ,S016,52 units,no
07/05/2023, P034 ,S009,175 units,no
2023-12-09, p012 ,S042,90 units,no
16/12/2023, P079 ,S024,38 units,no
14/03/2023, p087 ,S034,121 units,no
"Feb 25, 2023", P098 ,S050,94 units,no
2023-12-30, P024 ,S016,164 units,no
"Aug 02, 2023", p022 ,S034,16 units,yes
"Oct 05, 2023", P079 ,S017,139 units,no
18/05/2023, P098 ,S019,132 units,no
2023-10-02, p087 ,S016,106 units,no
"Apr 02, 2023", p081 ,S038,195 units,no
"May 28, 2023", P033 ,S046,151 units,no
2023-01-03, P046 ,S047,151 units,no
2023-06-22, P071 ,S001,80 units,no
"Feb 07, 2023", P049 ,S008,8 units,yes
"Sep 04, 2023", p085 ,S050,4 units,yes
"Nov 24, 2023", p074 ,S035,169 units,no
29/03/2023, P063 ,S004,43 units,no
"Mar 07, 2023", p089 ,S019,68 units,no
06/07/2023, P084 ,S045,100 units,no
2023-07-07, P076 ,S036,7 units,yes
17/11/2023, P019 ,S023,99 units,no
"Mar 24, 2023", P047 ,S048,198 units,no
"Mar 24, 2023", p074 ,S019,41 units,no
30/06/2023, P049 ,S020,198 units,no
2023-12-17, P098 ,S028,157 units,no
2023-02-09, p038 ,S028,100 units,no
"Apr 14, 2023", P002 ,S033,159 units,no
"May 24, 2023", P001 ,S013,149 units,no
"Nov 16, 2023", P019 ,S004,139 units,no
24/04/2023, P065 ,S002,85 units,no
"May 26, 2023", p074 ,S049,73 units,no
"May 10, 2023", P040 ,S025,85 units,no
2023-03-20, p089 ,S021,153 units,no
27/07/2023, P014 ,S030,112 units,no
2023-01-27, P063 ,S016,98 units,no
2023-02-20, P008 ,S032,22 units,yes
26/09/2023, P064 ,S025,87 units,no
2023-11-01, P076 ,S002,173 units,no
"May 09, 2023", p093 ,S037,153 units,no
2023-01-14, P014 ,S033,156 units,no
2023-06-17, P016 ,S040,47 units,no
"May 24, 2023", P053 ,S011,159 units,no
"May 28, 2023", P033 ,S016,67 units,no
2023-05-29, p012 ,S045,96 units,no
2023-03-28, P003 ,S011,169 units,no
2023-11-30, P056 ,S010,167 units,no
2023-03-01, P068 ,S042,18 units,yes
"Jun 16, 2023", p004 ,S040,15 units,yes
"Apr 07, 2023", p087 ,S033,171 units,no
"Aug 18, 2023", p082 ,S028,99 units,no
"Jul 24, 2023", p028 ,S014,110 units,no
15/01/2023, p027 ,S019,4 units,yes
"Mar 15, 2023", p052 ,S009,31 units,no
2023-07-26, p087 ,S015,178 units,no
2023-11-02, P056 ,S035,91 units,no
26/03/2023, P065 ,S005,69 units,no
"Sep 26, 2023", P036 ,S033,17 units,yes
"Jul 12, 2023", p092 ,S025,200 units,no
20/07/2023, P013 ,S038,96 units,no
04/05/2023, P002 ,S034,170 units,no
"Apr 16, 2023", P076 ,S010,189 units,no
2023-08-12, p080 ,S022,83 units,no
"Jun 13, 2023", P014 ,S019,85 units,no
2023-04-15, P083 ,S047,48 units,no
"Sep 21, 2023", p026 ,S003,110 units,no
14/01/2023, p027 ,S027,172 units,no
2023-05-21, P002 ,S007,111 units,no
16/05/2023, p095 ,S013,68 units,no
"Nov 14, 2023", P051 ,S044,107 units,no
26/06/2023, p027 ,S003,136 units,no
"Jul 03, 2023", P099 ,S028,6 units,yes
2023-08-12, p082 ,S026,104 units,no
"Aug 14, 2023", p032 ,S005,35 units,no
2023-08-14, P062 ,S008,57 units,no
2023-09-21, P014 ,S035,173 units,no
08/05/2023, P001 ,S009,74 units,no
"May 02, 2023", P075 ,S022,3 units,yes
2023-05-09, p028 ,S040,129 units,no
17/09/2023, p055 ,S005,73 units,no
2023-01-25, P005 ,S026,87 units,no
03/12/2023, P053 ,S007,46 units,no
2023-01-18, p042 ,S022,36 units,no
02/03/2023, p050 ,S039,160 units,no
"Apr 08, 2023", P064 ,S040,31 units,no
"Jan 14, 2023", P062 ,S021,78 units,no
10/03/2023, P045 ,S014,85 units,no
"Dec 06, 2023", P003 ,S016,56 units,no
2023-06-09, P071 ,S013,101 units,no
"Mar 07, 2023", P083 ,S002,17 units,yes
25/02/2023, p073 ,S025,63 units,no
21/07/2023, p012 ,S028,11 units,yes
"Sep 07, 2023", P001 ,S039,21 units,yes
"Nov 15, 2023", p022 ,S012,61 units,no
"Jan 17, 2023", p006 ,S007,79 units,no
2023-09-30, p032 ,S026,65 units,no
27/06/2023, P075 ,S047,197 units,no
19/03/2023, P072 ,S047,69 units,no
"Jun 08, 2023", P002 ,S001,139 units,no
2023-12-04, p073 ,S039,61 units,no
2023-02-02, p082 ,S024,15 units,yes
18/09/2023, P013 ,S024,5 units,yes
2023-01-11, P075 ,S019,144 units,no
30/04/2023, P056 ,S039,189 units,no
2023-08-08, P056 ,S004,137 units,no
"Dec 24, 2023", P063 ,S002,10 units,yes
2023-06-24, p052 ,S027,182 units,no
10/07/2023, p093 ,S014,121 units,no
29/10/2023, P005 ,S010,180 units,no
27/11/2023, P045 ,S022,140 units,no
"Jul 25, 2023", p077 ,S031,127 units,no
2023-12-10, p095 ,S007,19 units,yes
03/05/2023, p052 ,S001,198 units,no
"Aug 12, 2023", P099 ,S040,49 units,no
"Aug 06, 2023", P069 ,S038,108 units,no
"Sep 26, 2023", P013 ,S027,57 units,no
27/08/2023, p054 ,S019,17 units,yes
02/02/2023, P094 ,S045,56 units,no
25/08/2023, P033 ,S031,95 units,no
"Dec 18, 2023", P009 ,S013,132 units,no
15/06/2023, p035 ,S007,17 units,yes
31/08/2023, p073 ,S018,40 units,no
2023-12-29, P005 ,S042,28 units,yes
"Jan 23, 2023", p055 ,S050,182 units,no
"Jun 28, 2023", p017 ,S002,6 units,yes
"May 15, 2023", P083 ,S038,114 units,no
14/11/2023, P083 ,S046,190 units,no
"May 19, 2023", P053 ,S020,162 units,no
2023-05-18, P059 ,S020,88 units,no
"Apr 18, 2023", p035 ,S020,104 units,no
30/08/2023, p031 ,S026,179 units,no
"Feb 22, 2023", P008 ,S044,190 units,no
10/08/2023, P024 ,S034,83 units,no
2023-05-18, p057 ,S013,38 units,no
2023-04-18, p085 ,S037,51 units,no
"May 02, 2023", P029 ,S026,85 units,no
20/02/2023, p017 ,S001,195 units,no
2023-12-20, p087 ,S001,179 units,no
28/10/2023, p055 ,S002,56 units,no
2023-08-09, P100 ,S021,142 units,no
2023-11-03, P058 ,S046,171 units,no
2023-09-28, p037 ,S003,128 units,no
2023-10-04, p082 ,S003,181 units,no
2023-02-01, p022 ,S029,23 units,yes
"Aug 19, 2023", P045 ,S037,10 units,yes
24/12/2023, p087 ,S025,153 units,no
26/12/2023, p043 ,S029,49 units,no
"Nov 21, 2023", P099 ,S003,99 units,no
17/02/2023, p087 ,S008,102 units,no
30/06/2023, p097 ,S015,57 units,no
2023-06-18, P083 ,S046,74 units,no
"Feb 20, 2023", P036 ,S042,184 units,no
11/01/2023, p085 ,S023,72 units,no
2023-04-19, p032 ,S021,7 units,yes
"Mar 11, 2023", P059 ,S045,6 units,yes
17/11/2023, p088 ,S028,169 units,no
2023-11-02, p027 ,S048,12 units,yes
2023-06-10, p060 ,S022,188 units,no
22/05/2023, P046 ,S036,61 units,no
2023-04-15, p090 ,S018,181 units,no
2023-01-09, p054 ,S033,2 units,yes
2023-08-06, P069 ,S038,166 units,no
09/01/2023, p080 ,S043,37 units,no
28/06/2023, P033 ,S041,103 units,no
"May 09, 2023", p052 ,S032,172 units,no
2023-08-11, P100 ,S004,200 units,no
12/10/2023, p074 ,S014,99 units,no
"Nov 17, 2023", p087 ,S036,128 units,no
11/05/2023, P029 ,S041,54 units,no
"Nov 02, 2023", P083 ,S023,3 units,yes
2023-12-04, P094 ,S021,74 units,no
2023-02-24, P069 ,S032,97 units,no
24/03/2023, p022 ,S049,22 units,yes
18/04/2023, P048 ,S032,16 units,yes
2023-12-28, P007 ,S016,20 units,yes
2023-02-19, P030 ,S044,110 units,no
"Dec 01, 2023", P053 ,S042,3 units,yes
"Aug 28, 2023", P016 ,S027,103 units,no
06/04/2023, p089 ,S046,176 units,no
"Oct 22, 2023", p078 ,S011,58 units,no
"Oct 27, 2023", p022 ,S027,83 units,no
17/07/2023, p043 ,S020,51 units,no
"Mar 11, 2023", P014 ,S005,3 units,yes
2023-07-05, P020 ,S023,97 units,no
2023-06-04, P051 ,S001,147 units,no
"Jul 19, 2023", p080 ,S017,178 units,no
23/03/2023, p012 ,S006,121 units,no
"Jul 09, 2023", p004 ,S005,39 units,no
"Apr 30, 2023", p026 ,S047,4 units,yes
2023-06-29, P005 ,S010,60 units,no
"Apr 15, 2023", P046 ,S028,146 units,no
2023-06-06, p050 ,S018,33 units,no
2023-08-12, p022 ,S001,1 units,yes
"May 14, 2023", P071 ,S029,10 units,yes
18/12/2023, p055 ,S026,188 units,no
"Feb 16, 2023", p022 ,S014,89 units,no
30/08/2023, p089 ,S011,156 units,no
"Jul 22, 2023", P034 ,S007,178 units,no
12/10/2023, P047 ,S044,199 units,no
05/03/2023, P065 ,S024,92 units,no
"Nov 22, 2023", p022 ,S028,138 units,no
"Apr 10, 2023", p095 ,S002,164 units,no
17/06/2023, P007 ,S007,137 units,no
"Jul 14, 2023", P067 ,S031,168 units,no
2023-07-13, P005 ,S003,119 units,no
"Nov 06, 2023", p090 ,S038,45 units,no
20/08/2023, P030 ,S023,14 units,yes
"Aug 03, 2023", p093 ,S001,131 units,no
2023-11-21, P040 ,S008,166 units,no
2023-08-08, P033 ,S038,148 units,no
05/05/2023, p088 ,S003,47 units,no
"Oct 28, 2023", p089 ,S029,102 units,no
23/11/2023, p060 ,S030,141 units,no
2023-10-25, P019 ,S048,171 units,no
2023-04-15, p038 ,S003,107 units,no
2023-07-25, P020 ,S041,31 units,no
08/07/2023, p042 ,S025,165 units,no
"May 14, 2023", p043 ,S050,183 units,no
"Jul 23, 2023", P045 ,S011,104 units,no
2023-01-01, p027 ,S012,180 units,no
2023-02-12, p085 ,S021,26 units,yes
03/04/2023, P065 ,S018,28 units,yes
19/02/2023, p055 ,S006,145 units,no
23/11/2023, P061 ,S016,82 units,no
10/10/2023, P034 ,S048,154 units,no
"Jan 25, 2023", p042 ,S037,184 units,no
09/04/2023, p011 ,S043,139 units,no
2023-09-11, P075 ,S003,22 units,yes
02/10/2023, p054 ,S043,183 units,no
21/07/2023, P076 ,S014,16 units,yes
2023-12-03, P071 ,S004,151 units,no
10/11/2023, P029 ,S037,136 units,no
2023-07-26, P065 ,S025,110 units,no
2023-06-23, P048 ,S048,46 units,no
2023-09-28, P061 ,S044,143 units,no
06/08/2023, P024 ,S001,166 units,no
2023-03-02, P036 ,S018,27 units,yes
2023-05-04, P072 ,S020,66 units,no
"Jul 15, 2023", p041 ,S005,37 units,no
2023-03-09, P094 ,S001,20 units,yes
2023-05-01, P013 ,S038,61 units,no
"Jul 28, 2023", p031 ,S016,146 units,no
13/06/2023, P040 ,S006,41 units,no
02/06/2023, p006 ,S030,71 units,no
2023-10-04, P013 ,S001,141 units,no
2023-02-16, p080 ,S016,50 units,no
"Apr 29, 2023", p026 ,S033,99 units,no
2023-01-21, p093 ,S030,64 units,no
2023-08-24, P067 ,S005,190 units,no
"Mar 28, 2023", P062 ,S040,127 units,no
2023-04-05, p021 ,S040,145 units,no
2023-12-11, p027 ,S047,119 units,no
"Jun 01, 2023", p078 ,S043,53 units,no
2023-08-03, P029 ,S001,185 units,no
2023-11-11, P009 ,S005,48 units,no
26/05/2023, P025 ,S015,57 units,no
"Aug 07, 2023", p042 ,S030,169 units,no
"Aug 12, 2023", P072 ,S014,139 units,no
21/07/2023, P029 ,S014,70 units,no
2023-11-29, P046 ,S030,97 units,no
2023-06-01, P096 ,S002,139 units,no
03/12/2023, P034 ,S026,144 units,no
10/03/2023, p057 ,S007,112 units,no
2023-07-19, P099 ,S007,95 units,no
"Oct 03, 2023", P067 ,S034,41 units,no
2023-10-15, p060 ,S008,79 units,no
21/03/2023, p074 ,S005,106 units,no
2023-10-21, P061 ,S036,118 units,no
2023-10-25, P039 ,S015,79 units,no
2023-03-13, p022 ,S027,27 units,yes
"Aug 18, 2023", P016 ,S032,91 units,no
"Sep 28, 2023", p011 ,S039,21 units,yes
2023-07-20, p092 ,S045,142 units,no
"Nov 23, 2023", P009 ,S045,167 units,no
30/01/2023, p078 ,S036,194 units,no
19/01/2023, p090 ,S048,112 units,no
"May 27, 2023", P009 ,S019,49 units,no
"Aug 31, 2023", p060 ,S044,113 units,no
"Jul 13, 2023", p042 ,S029,141 units,no
2023-04-11, p026 ,S040,111 units,no
29/05/2023, P070 ,S049,56 units,no
2023-12-25, p097 ,S005,41 units,no
2023-09-23, p077 ,S041,36 units,no
2023-01-21, P045 ,S038,13 units,yes
05/08/2023, p041 ,S006,68 units,no
2023-07-30, P016 ,S030,40 units,no
2023-05-08, P003 ,S049,126 units,no
07/01/2023, P100 ,S005,177 units,no
25/08/2023, p095 ,S044,194 units,no
27/08/2023, P029 ,S008,99 units,no
2023-06-22, p021 ,S002,158 units,no
07/10/2023, p044 ,S005,131 units,no
18/11/2023, p041 ,S035,140 units,no
09/07/2023, P020 ,S014,25 units,yes
2023-02-02, p052 ,S022,93 units,no
18/01/2023, P030 ,S024,132 units,no
2023-12-24, p054 ,S004,155 units,no
"May 05, 2023", p057 ,S028,127 units,no
"Oct 03, 2023", P051 ,S004,179 units,no
14/07/2023, p088 ,S006,16 units,yes
2023-09-08, P033 ,S049,194 units,no
2023-10-07, P040 ,S030,131 units,no
2023-05-31, P094 ,S032,118 units,no
2023-01-06, p032 ,S036,165 units,no
"Jan 15, 2023", P046 ,S048,81 units,no
2023-02-12, p038 ,S008,73 units,no
2023-09-29, P069 ,S046,23 units,yes
2023-08-12, P100 ,S005,36 units,no
2023-11-27, P009 ,S030,101 units,no
29/05/2023, p006 ,S019,72 units,no
21/02/2023, p060 ,S011,12 units,yes
"Nov 27, 2023", p028 ,S028,174 units,no
2023-02-03, P063 ,S020,67 units,no
2023-04-24, P003 ,S019,73 units,no
"Apr 17, 2023", P094 ,S041,30 units,no
"Nov 18, 2023", p011 ,S005,41 units,no
04/07/2023, P002 ,S050,34 units,no
"Aug 14, 2023", P001 ,S039,147 units,no
06/05/2023, p052 ,S042,150 units,no
"Mar 16, 2023", P033 ,S046,148 units,no
14/09/2023, P014 ,S023,154 units,no
